15:07:09,21.63,35.60
15:07:10,21.64,35.60
15:07:11,21.64,35.63
15:07:12,21.63,35.64
15:07:13,21.63,35.66
15:07:14,21.63,35.68
15:07:15,21.61,35.74
15:07:16,21.61,35.80
15:07:17,21.63,35.88
15:07:18,21.61,35.90
15:07:19,21.61,35.84
15:07:20,21.61,35.80
15:07:21,21.61,35.76
15:07:22,21.61,35.76
15:07:23,21.63,35.76
15:07:24,21.61,35.74
15:07:25,21.61,35.66
15:07:26,21.60,35.58
15:07:27,21.57,35.53
15:07:28,21.57,35.51
15:07:29,21.56,35.49
15:07:30,21.57,35.51
15:07:31,21.57,35.51
15:07:32,21.56,35.51
15:07:33,21.56,35.51
15:07:34,21.57,35.51
15:07:35,21.56,35.52
15:07:36,21.56,35.52
15:07:37,21.54,35.52
15:07:38,21.54,35.52
15:07:39,21.56,35.52
15:07:40,21.54,35.52
15:07:41,21.54,35.52
15:07:42,21.53,35.52
15:07:43,21.53,35.52
15:07:44,21.52,35.52
15:07:45,21.52,35.52
15:07:46,21.53,35.54
15:07:47,21.53,35.52
15:07:48,21.52,35.52
15:07:49,21.52,35.52
15:07:50,21.53,35.52
15:07:51,21.52,35.52
15:07:52,21.52,35.52
15:07:53,21.52,35.52
15:07:54,21.52,35.52
15:07:55,21.52,35.52
15:07:56,21.52,35.54
15:07:57,21.50,35.57
15:07:58,21.50,35.59
15:07:59,21.52,35.59
15:08:00,21.50,35.59
15:08:01,21.50,35.59
15:08:02,21.50,35.57
15:08:03,21.49,35.56
15:08:04,21.49,35.57
15:08:05,21.49,35.56
15:08:06,21.49,35.56
15:08:07,21.49,35.56
15:08:08,21.49,35.56
15:08:09,21.49,35.58
15:08:10,21.49,35.58
15:08:11,21.48,35.58
15:08:12,21.48,35.58
15:08:13,21.48,35.58
15:08:14,21.48,35.58
15:08:15,21.48,35.58
15:08:16,21.48,35.60
15:08:17,21.48,35.58
15:08:18,21.48,35.60
15:08:19,21.46,35.60
15:08:20,21.48,35.62
15:08:21,21.45,35.62
15:08:22,21.46,35.62
15:08:23,21.46,35.62
15:08:24,21.46,35.62
15:08:25,21.48,35.62
15:08:26,21.46,35.60
15:08:27,21.46,35.60
15:08:28,21.46,35.60
15:08:29,21.45,35.60
15:08:30,21.45,35.60
15:08:31,21.46,35.60
15:08:32,21.46,35.62
15:08:33,21.46,35.64
15:08:34,21.48,35.64
15:08:35,21.48,35.62
15:08:36,21.48,35.62
15:08:37,21.49,35.62
15:08:38,21.49,35.64
15:08:39,21.49,35.64
15:08:40,21.49,35.66
15:08:41,21.49,35.67
15:08:42,21.49,35.64
15:08:43,21.49,35.65
15:08:44,21.49,35.64
15:08:45,21.48,35.62
15:08:46,21.48,35.62
15:08:47,21.50,35.63
15:08:48,21.50,35.63
15:08:49,21.52,35.65
15:08:50,21.50,35.63
15:08:51,21.49,35.65
15:08:52,21.49,35.71
15:08:53,21.49,35.73
15:08:54,21.50,35.72
15:08:55,21.49,35.74
15:08:56,21.48,35.72
15:08:57,21.48,35.70
15:08:58,21.48,35.74
15:08:59,21.46,35.74
15:09:00,21.46,35.74
15:09:01,21.46,35.78
15:09:02,21.46,35.78
15:09:03,21.46,35.78
15:09:04,21.45,35.76
15:09:05,21.45,35.76
15:09:06,21.45,35.76
15:09:07,21.45,35.76
15:09:08,21.45,35.72
15:09:09,21.45,35.78
15:09:10,21.43,35.85
15:09:11,21.45,35.79
15:09:12,21.45,35.76
15:09:13,21.45,35.73
15:09:14,21.43,35.72
15:09:15,21.45,35.74
15:09:16,21.45,35.74
15:09:17,21.45,35.76
15:09:18,21.45,35.76
15:09:19,21.45,35.84
15:09:20,21.46,36.04
15:09:21,21.46,36.12
15:09:22,21.46,36.38
15:09:23,21.46,36.57
15:09:24,21.48,36.40
15:09:25,21.48,36.28
15:09:26,21.46,36.22
15:09:27,21.48,36.20
15:09:28,21.46,36.30
15:09:29,21.46,36.20
15:09:30,21.48,36.16
15:09:31,21.49,36.22
15:09:32,21.49,36.22
15:09:33,21.48,36.21
15:09:34,21.49,36.16
15:09:35,21.50,36.15
15:09:36,21.52,36.09
15:09:37,21.52,36.03
15:09:38,21.52,35.93
15:09:39,21.50,35.83
15:09:40,21.50,35.76
15:09:41,21.52,35.74
15:09:42,21.52,35.71
15:09:43,21.52,35.68
15:09:44,21.50,35.67
15:09:45,21.52,35.65
15:09:46,21.52,35.63
15:09:47,21.50,35.59
15:09:48,21.52,35.57
15:09:49,21.50,35.57
15:09:50,21.50,35.54
15:09:51,21.52,35.57
15:09:52,21.52,35.59
15:09:53,21.50,35.59
15:09:54,21.49,35.60
15:09:55,21.50,35.60
15:09:56,21.49,35.60
15:09:57,21.49,35.62
15:09:58,21.49,35.62
15:09:59,21.49,35.62
15:10:00,21.48,35.62
15:10:01,21.49,35.58
15:10:02,21.49,35.58
15:10:03,21.48,35.58
15:10:04,21.49,35.58
15:10:05,21.49,35.59
15:10:06,21.49,35.56
15:10:07,21.49,35.56
15:10:08,21.49,35.56
15:10:09,21.49,35.56
15:10:10,21.48,35.56
15:10:11,21.50,35.56
15:10:12,21.49,35.56
15:10:13,21.49,35.53
15:10:14,21.48,35.53
15:10:15,21.48,35.53
15:10:16,21.48,35.53
15:10:17,21.49,35.56
15:10:18,21.49,35.56
15:10:19,21.49,35.58
15:10:20,21.49,35.62
15:10:21,21.48,35.66
15:10:22,21.46,35.68
